ปีการศึกษา,รหัสนักเรียน,คำนำหน้า,ชื่อ,นามสกุล,ชั้นปี,ห้อง,เลขที่ในห้อง,ระดับ,สถานะ,ชื่อผู้ปกครอง,ความสัมพันธ์,เบอร์โทรผู้ปกครอง
2569,2569000227,เด็กชาย,พชรพล,ขยันดี,11,ม.5/1,10,highschool,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1227
2569,2569000228,เด็กหญิง,ชนัญชิดา,ขยันดี,12,ม.6/1,10,highschool,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1228
2569,2569000229,เด็กชาย,วรเมธ,ขยันดี,1,ป.1/2,10,primary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1229
2569,2569000230,เด็กหญิง,กัญญารัตน์,ขยันดี,2,ป.2/2,10,primary,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1230
2569,2569000231,เด็กชาย,นราวิชญ์,ขยันดี,3,ป.3/2,10,primary,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1231
2569,2569000232,เด็กหญิง,พิชญาภา,ขยันดี,4,ป.4/2,10,primary,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1232
2569,2569000233,เด็กชาย,ศุภโชค,ขยันดี,5,ป.5/2,10,primary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1233
2569,2569000234,เด็กหญิง,ธัญชนก,ขยันดี,6,ป.6/2,10,primary,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1234
2569,2569000235,เด็กชาย,ภูวนาท,ขยันดี,7,ม.1/2,10,secondary,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1235
2569,2569000236,เด็กหญิง,แพรวา,ขยันดี,8,ม.2/2,10,secondary,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1236
2569,2569000237,เด็กชาย,อนาวิน,ขยันดี,9,ม.3/2,10,secondary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1237
2569,2569000238,เด็กหญิง,พิมพ์ชนก,ขยันดี,10,ม.4/2,10,highschool,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1238
2569,2569000239,เด็กชาย,ชยุต,ขยันดี,11,ม.5/2,10,highschool,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1239
2569,2569000240,เด็กหญิง,ศศิธร,ขยันดี,12,ม.6/2,10,highschool,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1240
2569,2569000241,เด็กชาย,ธนภัทร,รุ่งเรือง,1,ป.1/1,11,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1241
2569,2569000242,เด็กหญิง,มินตรา,รุ่งเรือง,2,ป.2/1,11,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1242
2569,2569000243,เด็กชาย,ปุณณวิช,รุ่งเรือง,3,ป.3/1,11,primary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1243
2569,2569000244,เด็กหญิง,ณิชา,รุ่งเรือง,4,ป.4/1,11,primary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1244
2569,2569000245,เด็กชาย,กิตติพงศ์,รุ่งเรือง,5,ป.5/1,11,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1245
2569,2569000246,เด็กหญิง,อริสา,รุ่งเรือง,6,ป.6/1,11,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1246
2569,2569000247,เด็กชาย,พชรพล,รุ่งเรือง,7,ม.1/1,11,secondary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1247
2569,2569000248,เด็กหญิง,ชนัญชิดา,รุ่งเรือง,8,ม.2/1,11,secondary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1248
2569,2569000249,เด็กชาย,วรเมธ,รุ่งเรือง,9,ม.3/1,11,secondary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1249
2569,2569000250,เด็กหญิง,กัญญารัตน์,รุ่งเรือง,10,ม.4/1,11,highschool,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1250
2569,2569000251,เด็กชาย,นราวิชญ์,รุ่งเรือง,11,ม.5/1,11,highschool,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1251
2569,2569000252,เด็กหญิง,พิชญาภา,รุ่งเรือง,12,ม.6/1,11,highschool,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1252
2569,2569000253,เด็กชาย,ศุภโชค,รุ่งเรือง,1,ป.1/2,11,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1253
2569,2569000254,เด็กหญิง,ธัญชนก,รุ่งเรือง,2,ป.2/2,11,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1254
2569,2569000255,เด็กชาย,ภูวนาท,รุ่งเรือง,3,ป.3/2,11,primary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1255
2569,2569000256,เด็กหญิง,แพรวา,รุ่งเรือง,4,ป.4/2,11,primary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1256
2569,2569000257,เด็กชาย,อนาวิน,รุ่งเรือง,5,ป.5/2,11,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1257
2569,2569000258,เด็กหญิง,พิมพ์ชนก,รุ่งเรือง,6,ป.6/2,11,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1258
2569,2569000259,เด็กชาย,ชยุต,รุ่งเรือง,7,ม.1/2,11,secondary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1259
2569,2569000260,เด็กหญิง,ศศิธร,รุ่งเรือง,8,ม.2/2,11,secondary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1260
2569,2569000261,เด็กชาย,ธนภัทร,สุภาพ,9,ม.3/2,11,secondary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1261
2569,2569000262,เด็กหญิง,มินตรา,สุภาพ,10,ม.4/2,11,highschool,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1262
2569,2569000263,เด็กชาย,ปุณณวิช,สุภาพ,11,ม.5/2,11,highschool,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1263
2569,2569000264,เด็กหญิง,ณิชา,สุภาพ,12,ม.6/2,11,highschool,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1264
2569,2569000265,เด็กชาย,กิตติพงศ์,สุภาพ,1,ป.1/1,12,primary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1265
2569,2569000266,เด็กหญิง,อริสา,สุภาพ,2,ป.2/1,12,primary,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1266
2569,2569000267,เด็กชาย,พชรพล,สุภาพ,3,ป.3/1,12,primary,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1267
2569,2569000268,เด็กหญิง,ชนัญชิดา,สุภาพ,4,ป.4/1,12,primary,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1268
2569,2569000269,เด็กชาย,วรเมธ,สุภาพ,5,ป.5/1,12,primary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1269
2569,2569000270,เด็กหญิง,กัญญารัตน์,สุภาพ,6,ป.6/1,12,primary,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1270
2569,2569000271,เด็กชาย,นราวิชญ์,สุภาพ,7,ม.1/1,12,secondary,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1271
2569,2569000272,เด็กหญิง,พิชญาภา,สุภาพ,8,ม.2/1,12,secondary,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1272
2569,2569000273,เด็กชาย,ศุภโชค,สุภาพ,9,ม.3/1,12,secondary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1273
2569,2569000274,เด็กหญิง,ธัญชนก,สุภาพ,10,ม.4/1,12,highschool,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1274
2569,2569000275,เด็กชาย,ภูวนาท,สุภาพ,11,ม.5/1,12,highschool,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1275
2569,2569000276,เด็กหญิง,แพรวา,สุภาพ,12,ม.6/1,12,highschool,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1276
2569,2569000277,เด็กชาย,อนาวิน,สุภาพ,1,ป.1/2,12,primary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1277
2569,2569000278,เด็กหญิง,พิมพ์ชนก,สุภาพ,2,ป.2/2,12,primary,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1278
2569,2569000279,เด็กชาย,ชยุต,สุภาพ,3,ป.3/2,12,primary,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1279
2569,2569000280,เด็กหญิง,ศศิธร,สุภาพ,4,ป.4/2,12,primary,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1280
2569,2569000281,เด็กชาย,ธนภัทร,อดทน,5,ป.5/2,12,primary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1281
2569,2569000282,เด็กหญิง,มินตรา,อดทน,6,ป.6/2,12,primary,active,นางผู้ปกครอง อดทน,มารดา,082-222-1282
2569,2569000283,เด็กชาย,ปุณณวิช,อดทน,7,ม.1/2,12,secondary,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1283
2569,2569000284,เด็กหญิง,ณิชา,อดทน,8,ม.2/2,12,secondary,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1284
2569,2569000285,เด็กชาย,กิตติพงศ์,อดทน,9,ม.3/2,12,secondary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1285
2569,2569000286,เด็กหญิง,อริสา,อดทน,10,ม.4/2,12,highschool,active,นางผู้ปกครอง อดทน,มารดา,082-222-1286
2569,2569000287,เด็กชาย,พชรพล,อดทน,11,ม.5/2,12,highschool,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1287
2569,2569000288,เด็กหญิง,ชนัญชิดา,อดทน,12,ม.6/2,12,highschool,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1288
2569,2569000289,เด็กชาย,วรเมธ,อดทน,1,ป.1/1,13,primary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1289
2569,2569000290,เด็กหญิง,กัญญารัตน์,อดทน,2,ป.2/1,13,primary,active,นางผู้ปกครอง อดทน,มารดา,082-222-1290
2569,2569000291,เด็กชาย,นราวิชญ์,อดทน,3,ป.3/1,13,primary,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1291
2569,2569000292,เด็กหญิง,พิชญาภา,อดทน,4,ป.4/1,13,primary,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1292
2569,2569000293,เด็กชาย,ศุภโชค,อดทน,5,ป.5/1,13,primary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1293
2569,2569000294,เด็กหญิง,ธัญชนก,อดทน,6,ป.6/1,13,primary,active,นางผู้ปกครอง อดทน,มารดา,082-222-1294
2569,2569000295,เด็กชาย,ภูวนาท,อดทน,7,ม.1/1,13,secondary,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1295
2569,2569000296,เด็กหญิง,แพรวา,อดทน,8,ม.2/1,13,secondary,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1296
2569,2569000297,เด็กชาย,อนาวิน,อดทน,9,ม.3/1,13,secondary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1297
2569,2569000298,เด็กหญิง,พิมพ์ชนก,อดทน,10,ม.4/1,13,highschool,active,นางผู้ปกครอง อดทน,มารดา,082-222-1298
2569,2569000299,เด็กชาย,ชยุต,อดทน,11,ม.5/1,13,highschool,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1299
2569,2569000300,เด็กหญิง,ศศิธร,อดทน,12,ม.6/1,13,highschool,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1300
2569,2569000301,เด็กชาย,ธนภัทร,ตั้งใจเรียน,1,ป.1/2,13,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1301
2569,2569000302,เด็กหญิง,มินตรา,ตั้งใจเรียน,2,ป.2/2,13,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1302
2569,2569000303,เด็กชาย,ปุณณวิช,ตั้งใจเรียน,3,ป.3/2,13,primary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1303
2569,2569000304,เด็กหญิง,ณิชา,ตั้งใจเรียน,4,ป.4/2,13,primary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1304
2569,2569000305,เด็กชาย,กิตติพงศ์,ตั้งใจเรียน,5,ป.5/2,13,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1305
2569,2569000306,เด็กหญิง,อริสา,ตั้งใจเรียน,6,ป.6/2,13,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1306
2569,2569000307,เด็กชาย,พชรพล,ตั้งใจเรียน,7,ม.1/2,13,secondary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1307
2569,2569000308,เด็กหญิง,ชนัญชิดา,ตั้งใจเรียน,8,ม.2/2,13,secondary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1308
2569,2569000309,เด็กชาย,วรเมธ,ตั้งใจเรียน,9,ม.3/2,13,secondary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1309
2569,2569000310,เด็กหญิง,กัญญารัตน์,ตั้งใจเรียน,10,ม.4/2,13,highschool,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1310
2569,2569000311,เด็กชาย,นราวิชญ์,ตั้งใจเรียน,11,ม.5/2,13,highschool,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1311
2569,2569000312,เด็กหญิง,พิชญาภา,ตั้งใจเรียน,12,ม.6/2,13,highschool,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1312
2569,2569000313,เด็กชาย,ศุภโชค,ตั้งใจเรียน,1,ป.1/1,14,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1313
2569,2569000314,เด็กหญิง,ธัญชนก,ตั้งใจเรียน,2,ป.2/1,14,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1314
2569,2569000315,เด็กชาย,ภูวนาท,ตั้งใจเรียน,3,ป.3/1,14,primary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1315
2569,2569000316,เด็กหญิง,แพรวา,ตั้งใจเรียน,4,ป.4/1,14,primary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1316
2569,2569000317,เด็กชาย,อนาวิน,ตั้งใจเรียน,5,ป.5/1,14,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1317
2569,2569000318,เด็กหญิง,พิมพ์ชนก,ตั้งใจเรียน,6,ป.6/1,14,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1318
2569,2569000319,เด็กชาย,ชยุต,ตั้งใจเรียน,7,ม.1/1,14,secondary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1319
2569,2569000320,เด็กหญิง,ศศิธร,ตั้งใจเรียน,8,ม.2/1,14,secondary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1320
2569,2569000321,เด็กชาย,ธนภัทร,สุขสวัสดิ์,9,ม.3/1,14,secondary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1321
2569,2569000322,เด็กหญิง,มินตรา,สุขสวัสดิ์,10,ม.4/1,14,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1322
2569,2569000323,เด็กชาย,ปุณณวิช,สุขสวัสดิ์,11,ม.5/1,14,highschool,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1323
2569,2569000324,เด็กหญิง,ณิชา,สุขสวัสดิ์,12,ม.6/1,14,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1324
2569,2569000325,เด็กชาย,กิตติพงศ์,สุขสวัสดิ์,1,ป.1/2,14,primary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1325
2569,2569000326,เด็กหญิง,อริสา,สุขสวัสดิ์,2,ป.2/2,14,primary,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1326
2569,2569000327,เด็กชาย,พชรพล,สุขสวัสดิ์,3,ป.3/2,14,primary,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1327
2569,2569000328,เด็กหญิง,ชนัญชิดา,สุขสวัสดิ์,4,ป.4/2,14,primary,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1328
2569,2569000329,เด็กชาย,วรเมธ,สุขสวัสดิ์,5,ป.5/2,14,primary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1329
2569,2569000330,เด็กหญิง,กัญญารัตน์,สุขสวัสดิ์,6,ป.6/2,14,primary,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1330
2569,2569000331,เด็กชาย,นราวิชญ์,สุขสวัสดิ์,7,ม.1/2,14,secondary,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1331
2569,2569000332,เด็กหญิง,พิชญาภา,สุขสวัสดิ์,8,ม.2/2,14,secondary,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1332
2569,2569000333,เด็กชาย,ศุภโชค,สุขสวัสดิ์,9,ม.3/2,14,secondary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1333
2569,2569000334,เด็กหญิง,ธัญชนก,สุขสวัสดิ์,10,ม.4/2,14,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1334
2569,2569000335,เด็กชาย,ภูวนาท,สุขสวัสดิ์,11,ม.5/2,14,highschool,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1335
2569,2569000336,เด็กหญิง,แพรวา,สุขสวัสดิ์,12,ม.6/2,14,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1336
2569,2569000337,เด็กชาย,อนาวิน,สุขสวัสดิ์,1,ป.1/1,15,primary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1337
2569,2569000338,เด็กหญิง,พิมพ์ชนก,สุขสวัสดิ์,2,ป.2/1,15,primary,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1338
2569,2569000339,เด็กชาย,ชยุต,สุขสวัสดิ์,3,ป.3/1,15,primary,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1339
2569,2569000340,เด็กหญิง,ศศิธร,สุขสวัสดิ์,4,ป.4/1,15,primary,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1340
2569,2569000341,เด็กชาย,ธนภัทร,เก่งกล้า,5,ป.5/1,15,primary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1341
2569,2569000342,เด็กหญิง,มินตรา,เก่งกล้า,6,ป.6/1,15,primary,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1342
2569,2569000343,เด็กชาย,ปุณณวิช,เก่งกล้า,7,ม.1/1,15,secondary,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1343
2569,2569000344,เด็กหญิง,ณิชา,เก่งกล้า,8,ม.2/1,15,secondary,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1344
2569,2569000345,เด็กชาย,กิตติพงศ์,เก่งกล้า,9,ม.3/1,15,secondary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1345
2569,2569000346,เด็กหญิง,อริสา,เก่งกล้า,10,ม.4/1,15,highschool,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1346
2569,2569000347,เด็กชาย,พชรพล,เก่งกล้า,11,ม.5/1,15,highschool,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1347
2569,2569000348,เด็กหญิง,ชนัญชิดา,เก่งกล้า,12,ม.6/1,15,highschool,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1348
2569,2569000349,เด็กชาย,วรเมธ,เก่งกล้า,1,ป.1/2,15,primary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1349
2569,2569000350,เด็กหญิง,กัญญารัตน์,เก่งกล้า,2,ป.2/2,15,primary,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1350
2569,2569000351,เด็กชาย,นราวิชญ์,เก่งกล้า,3,ป.3/2,15,primary,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1351
2569,2569000352,เด็กหญิง,พิชญาภา,เก่งกล้า,4,ป.4/2,15,primary,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1352
2569,2569000353,เด็กชาย,ศุภโชค,เก่งกล้า,5,ป.5/2,15,primary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1353
2569,2569000354,เด็กหญิง,ธัญชนก,เก่งกล้า,6,ป.6/2,15,primary,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1354
2569,2569000355,เด็กชาย,ภูวนาท,เก่งกล้า,7,ม.1/2,15,secondary,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1355
2569,2569000356,เด็กหญิง,แพรวา,เก่งกล้า,8,ม.2/2,15,secondary,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1356
2569,2569000357,เด็กชาย,อนาวิน,เก่งกล้า,9,ม.3/2,15,secondary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1357
2569,2569000358,เด็กหญิง,พิมพ์ชนก,เก่งกล้า,10,ม.4/2,15,highschool,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1358
2569,2569000359,เด็กชาย,ชยุต,เก่งกล้า,11,ม.5/2,15,highschool,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1359
2569,2569000360,เด็กหญิง,ศศิธร,เก่งกล้า,12,ม.6/2,15,highschool,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1360
2569,2569000361,เด็กชาย,ธนภัทร,ใจงาม,1,ป.1/1,16,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1361
2569,2569000362,เด็กหญิง,มินตรา,ใจงาม,2,ป.2/1,16,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1362
2569,2569000363,เด็กชาย,ปุณณวิช,ใจงาม,3,ป.3/1,16,primary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1363
2569,2569000364,เด็กหญิง,ณิชา,ใจงาม,4,ป.4/1,16,primary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1364
2569,2569000365,เด็กชาย,กิตติพงศ์,ใจงาม,5,ป.5/1,16,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1365
2569,2569000366,เด็กหญิง,อริสา,ใจงาม,6,ป.6/1,16,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1366
2569,2569000367,เด็กชาย,พชรพล,ใจงาม,7,ม.1/1,16,secondary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1367
2569,2569000368,เด็กหญิง,ชนัญชิดา,ใจงาม,8,ม.2/1,16,secondary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1368
2569,2569000369,เด็กชาย,วรเมธ,ใจงาม,9,ม.3/1,16,secondary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1369
2569,2569000370,เด็กหญิง,กัญญารัตน์,ใจงาม,10,ม.4/1,16,highschool,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1370
2569,2569000371,เด็กชาย,นราวิชญ์,ใจงาม,11,ม.5/1,16,highschool,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1371
2569,2569000372,เด็กหญิง,พิชญาภา,ใจงาม,12,ม.6/1,16,highschool,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1372
2569,2569000373,เด็กชาย,ศุภโชค,ใจงาม,1,ป.1/2,16,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1373
2569,2569000374,เด็กหญิง,ธัญชนก,ใจงาม,2,ป.2/2,16,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1374
2569,2569000375,เด็กชาย,ภูวนาท,ใจงาม,3,ป.3/2,16,primary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1375
2569,2569000376,เด็กหญิง,แพรวา,ใจงาม,4,ป.4/2,16,primary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1376
2569,2569000377,เด็กชาย,อนาวิน,ใจงาม,5,ป.5/2,16,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1377
2569,2569000378,เด็กหญิง,พิมพ์ชนก,ใจงาม,6,ป.6/2,16,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1378
2569,2569000379,เด็กชาย,ชยุต,ใจงาม,7,ม.1/2,16,secondary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1379
2569,2569000380,เด็กหญิง,ศศิธร,ใจงาม,8,ม.2/2,16,secondary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1380
2569,2569000381,เด็กชาย,ธนภัทร,เพียรดี,9,ม.3/2,16,secondary,active,นายผู้ปกครอง เพียรดี,บิดา,082-222-1381
2569,2569000382,เด็กหญิง,มินตรา,เพียรดี,10,ม.4/2,16,highschool,active,นางผู้ปกครอง เพียรดี,มารดา,082-222-1382
2569,2569000383,เด็กชาย,ปุณณวิช,เพียรดี,11,ม.5/2,16,highschool,active,นายผู้ปกครอง เพียรดี,ผู้ปกครอง,082-222-1383
2569,2569000384,เด็กหญิง,ณิชา,เพียรดี,12,ม.6/2,16,highschool,active,นางผู้ปกครอง เพียรดี,ญาติ,082-222-1384
2569,2569000385,เด็กชาย,กิตติพงศ์,เพียรดี,1,ป.1/1,17,primary,active,นายผู้ปกครอง เพียรดี,บิดา,082-222-1385
2569,2569000386,เด็กหญิง,อริสา,เพียรดี,2,ป.2/1,17,primary,active,นางผู้ปกครอง เพียรดี,มารดา,082-222-1386
2569,2569000387,เด็กชาย,พชรพล,เพียรดี,3,ป.3/1,17,primary,active,นายผู้ปกครอง เพียรดี,ผู้ปกครอง,082-222-1387
2569,2569000388,เด็กหญิง,ชนัญชิดา,เพียรดี,4,ป.4/1,17,primary,active,นางผู้ปกครอง เพียรดี,ญาติ,082-222-1388
2569,2569000389,เด็กชาย,วรเมธ,เพียรดี,5,ป.5/1,17,primary,active,นายผู้ปกครอง เพียรดี,บิดา,082-222-1389
2569,2569000390,เด็กหญิง,กัญญารัตน์,เพียรดี,6,ป.6/1,17,primary,active,นางผู้ปกครอง เพียรดี,มารดา,082-222-1390
2569,2569000391,เด็กชาย,นราวิชญ์,เพียรดี,7,ม.1/1,17,secondary,active,นายผู้ปกครอง เพียรดี,ผู้ปกครอง,082-222-1391
2569,2569000392,เด็กหญิง,พิชญาภา,เพียรดี,8,ม.2/1,17,secondary,active,นางผู้ปกครอง เพียรดี,ญาติ,082-222-1392
2569,2569000393,เด็กชาย,ศุภโชค,เพียรดี,9,ม.3/1,17,secondary,active,นายผู้ปกครอง เพียรดี,บิดา,082-222-1393
